Main_Atlas_Number,Main_Display_Name,Interior_Summary,Interior_Water_Comments,Interior_Surface_Comments,Interior_Excavation_Comments,Interior_Geophysics_Comments,Interior_Water_None,Interior_Water_Spring,Interior_Water_Stream,Interior_Water_Pool,Interior_Water_Flush,Interior_Water_Well,Interior_Water_Other,Interior_Surface_None,Interior_Surface_Round,Interior_Surface_Rectangular,Interior_Surface_Curvilinear,Interior_Surface_Roundhouse,Interior_Surface_Pit,Interior_Surface_Quarry,Interior_Surface_Other,Interior_Excavation_None,Interior_Excavation_Pit,Interior_Excavation_Posthole,Interior_Excavation_Roundhouse,Interior_Excavation_Rectangular,Interior_Excavation_Road,Interior_Excavation_Quarry,Interior_Excavation_Other,Interior_Excavation_Nothing,Interior_Geophysics_None,Interior_Geophysics_Pit,Interior_Geophysics_Roundhouse,Interior_Geophysics_Rectangular,Interior_Geophysics_Road,Interior_Geophysics_Quarry,Interior_Geophysics_Other,Interior_Geophysics_Nothing
67,"Ebury Hill, Shropshire (Ebury)","Simms found evidence of a hearth in 1943, but Stanford found no structures in 1977. Quarrying in 1934 found levelled areas quarried into the rock paved with sandstone. In 1997, two small pits were found in the interior. VCP (briquetage) sherds found by Stanford (1977) similar to those found at The Berth and the Wrekin inner camp. Also 20 seeds  of, probably, corn.",Pond on site the result of quarrying.,NA,Hearth found by Simms in 1943 and a possible small pit by Stanford in 1977. Quarrying in 1934 found levelled areas quarried into the rock paved with sandstone.,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
68,"Fron Camp, Shropshire (The Vron)",Pottery spindle whorl and worked flints as surface finds.,Folly Brook located 0.45 km outside the fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
69,"Haughmond Hill Camp, Shropshire (Haughmond Castle; Castle Earthwork)","Possible iron slag evidence of metal working. 18th century folly of Haughmond Castle in interior as are remnants of a WWII spigot mortar emplacement, possibly used by the Home Guard.",Spring located 0.4 km outside the fort and above River Severn.,"Quarry depressions in the interior. 18th century folly of Haughmond Castle in interior as are remnants of a WWII spigot mortar emplacement, possibly used by the Home Guard.",NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
70,"Knowle, Shropshire",None,None,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
71,"Llanymynech Hill, Powys","Pipe trench for reservoir 1981 produced hearth, pit and charcoal. Hoard of 33 coins dating between 30 BC and AD 161 from the Ogof. Hollows visible, buts site features much obscured by golf course and uncertain.",Spring on site.,"Hollows visible, buts site features much obscured by golf course and uncertain.","Pipe trench for reservoir 1981 produced hearth, pit and charcoal.",NA,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
73,"Nordy Bank, Shropshire",There is surface evidence of a square low platform with possible E entrance in the NW quadrant and a small ditched enclosure to its SW. The latter is certainly a WWII Home Guard site. No evidence of hut platforms.,Clee Brook located 0.25km outside the fort.,There is surface evidence of a square low platform with possible E entrance in the NW quadrant and a small ditched enclosure to its SW. The latter is certainly a WWII Home Guard site. No evidence of hut platforms.,NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
74,"Norton Camp, Shropshire",Small stone quarries in the NW sector (modern?).,River Onny is located 0.7km. from the fort. There is a possible spring located 50m from the SE entrance as an oval depression.,"Small stone quarries in the NW sector, probably modern.",NA,NA,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
75,"Old Oswestry, Shropshire",Finds of VCP and evidence of metal working in bronze using copper ore from Llanymeynech Hill. Some evidence of stone-built strutures in the interior.,Stream located 0.1m outside the fort.,Evidence of WWI trench construction.,"Evidence of stone-built structures, but no excavation report by Varley to provide detail.",NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
76,"Nesscliffe Hill Camp, Shropshire (Oliver's Point)",Excavation showed no interior features. Several coins and 2nd to 4th century pottery (jars and bowls) found in excavations.,Stream located 0.7km outside the hillfort. The existence of a modern manhole could indicate an earlier water supply on site.,NA,Excavation showed no interior features.,NA,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
77,"Pave Lane, Shropshire",Excavations undertaken by G.H. Smith in 1990 found a cobbled surface at the SW entrance of probable Iron Age date. The limited excavation of the interior showed two curving drip gullies of a possible roundhouse. Partial excavation of the ditches showed it to be c. 2m in depth with a waterlogged base. It is possible that this could indicate an on site water supply.,Partial excavation of the ditches showed it to be c. 2m in depth with a waterlogged base. It is possible that this could indicate an on site water supply.,NA,Excavations undertaken by G.H. Smith in 1990 found a cobbled surface at the SW entrance of probable Iron Age date. Into interior? The limited excavation of the interior showed two curving drip gullies of a possible roundhouse.,Topographical and geophysical surveys determined form and buried features of the site and also showed another possible entrance to the NE as a buried feature.,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No
78,"Pontesford Hill Camp, Shropshire (Pontesbury)","The excavation concentrated on the S defences near to the E of the SW entrance with no interior excavation, as a result there are no indications, as yet, of interior settlement.",Stream located 0.5km outside the fort.,NA,The excavation concentrated on the S defences near to the E of the SW entrance with no interior excavation.,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
79,"Radnor Wood, Shropshire",None,Stream located 0.4km outside the fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
80,"Ratlinghope Hill Camp, Shropshire (Ratlinghope Hill; Stitt Hill)",None,Spring located 0.1km outside the fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
81,"Robury Ring, Shropshire","In 1990 a small excavation in advance of farmhouse extension found clay deposits possibly being part of the inner bank, a small curvilinear feature and a post hole. Pottery sherds and a Bronze Age cremation urn with flint flakes were found.",Stream located 0.28 outside the fort.,NA,"In 1990 a small excavation in advance of farmhouse extension found clay deposits possibly being part of the inner bank, a small curvilinear feature and a posthole.",NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
82,"Roveries House, Shropshire (The Roveries (Lower))",None,Stream located 0.2km outside the fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
83,"Roveries Hill Camp, Shropshire (The Roveries (Upper))","In the centre of the interior a Neolithic hearth and sherd was found, with a perforated hammer stone under the S rampart. The pottery was confirmed as Windmill Hill ware.",Stream located 0.2km outside the fort.,NA,Neolithic hearth found in the centre of the site.,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
84,"The Berth, Shropshire","Two platforms have been cut into the slope on the N side of the larger enclosure and may be of late date. In the smaller enclosure are two platforms cut into the rampart on the S and there is evidence of quarrying here, possibly of ancient date. Gelling found evidence of two timber buildings on the same level NW of the main entrance, one of Iron Age and the other of 4th. century AD date. VCP pottery was found in all layers by Gelling, with mid to late Iron Age and Roman ware in the upper layers. This included a sherd of 'duck stamped' ware, typical of the Welsh Marches, and sherds of linear and scored ware and several Roman sherds. VCP made up three-quarters of the pottery found. Metalware included iron knives and a La Tene brooch. Earlier, before 1906, a bronze cauldron of sub-Roman to Roman date, had been found and a Romano-British glass bead was found in 1976.",It is possible that the causeways could have been used to retain water. The site was surrounded by adequate water sources of fen and pools.,"Two platforms have been cut into the slope on the N side of the larger enclosure and may be of late date. In the smaller enclosure are two platforms cut into the rampart on the S and there is evidence of quarrying here, possibly of ancient date.","Gelling found evidence of two timber buildings on the same level NW of the main entrance, one of Iron Age and the other of 4th. century AD date.",NA,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
85,"The Burgs, Shropshire (The Buries; Bayston Hill)",Much affected by development and no interior evidence as result.,Stream located 0.1km outside the fort.,NA,"Interior not excavated, but features can be expected.",NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
86,"The Ditches, Mogg Forest, Shropshire (Larden Ditches; Mogg Ditches; The Rings; Wynbury Castle; Larden Castle)",None,Springs located 0.3km outside the fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
87,"Upper Knuck Camp, Shropshire (The Knuck)",None,Stream located 0.1km outside the fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
88,"The Lawley (North End), Shropshire (The Lawley (Lower))",Hut platform visible 7.5m in diameter.,Stream located downslope 0.2km from the fort.,Hut platform visible 7.5m in diameter.,NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
89,"The Lawley (Summit), Shropshire (The Lawley (Upper))","Towards the N end of the site a possible hut platform is visible, scooped out of the E-facing slope and measuring 11m by 7m. No other sign of activity can be seen.",Spring located downslope 0.5km outside the fort.,"Towards the N end of the site a possible hut platform is visible, scooped out of the E-facing slope and measuring 11m by 7m. No other sign of activity can be seen.",NA,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
90,"The Wrekin, Shropshire","Excavations in 1939 and 1973, the latter in advance of the construction of a television mast, found post-built structures (with three to four rebuilding phases) and hearths set into the hillside and possible storage pits. Late Bronze Age pottery of 9th-8th centuries  BC suggest an early origin to the fort, in keeping with other major Marches sites such as Y Breiddin, which is visible from The Wrekin. Late Bronze Age pottery (c. 9th-8th centuries BC) and two Roman javelin heads. found.",Spring located 0.3km outside the fort.,Surface evidence of quarry ditch.,"Excavations in 1939 and 1973, the latter in advance of the construction of a television mast, found post-built structures (with three to four rebuilding phases) and hearths set into the hillside and possible storage pits. Late Bronze Age pottery of 9th-8th centuries  BC suggest an early origin to the fort, in keeping with other major Marches sites such as Y Breiddin, which is visible from The Wrekin.",NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
91,"Titterstone Clee, Shropshire","There are two ring cairns in the W quarter and possible, but undefined, evidence of occupation in the interior. Very small fragments of flint and possible pounders or sling stone.",Bensons Brook is located 0.3km outside the hillfort.,"There are two ring cairns in the W quarter and possible, but undefined, evidence of occupation in the interior.","Undefined, evidence of occupation in the interior.",NA,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
92,"Wall Camp, Kynnersley, Shropshire (The Wall; Kinnersley Wall)","Limited excavation of the interior in 1983 close to Wall Farm, which stands in the centre of the fort, however, found circular and rectangular post-built structures. Iron Age pottery and VCP from the brine springs of Cheshire.","Strine Book borders site, but an abundance of water sources surrounding the site in prehistory.",NA,"Limited excavation of the interior in 1983 close to Wall Farm, which stands in the centre of the fort, however, found circular and rectangular post-built structures.",NA,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
93,"Walton Camp, Shropshire","A geophysical survey of 1999, although being generally inconclusive, found remnants of the inner bank in several places in the interior.",Stream located 0.15km outside the fort.,NA,NA,"A geophysical survey of 1999, although being generally inconclusive, found remnants of the inner bank in several places in the interior.",Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
94,"Wart Hill, Shropshire",None,Spring located 0.3km outside the fort.,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
95,"Grimsbury Castle, West Berkshire (Grimsbury Camp)",No contemporary features have been investigated within the interior and nothing is known,A location of a number of springs are shown by Wood (1959; Fig 2) in the north-east and south. A well in the S is reputed never to run dry,Quarrying has caused some damage to the bank in the south-west and within the interior.  Some WWII activity,Pillow mounds excavated in 1860,NA,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
96,"Bussock Camp, West Berkshire (Bussock Wood Camp)",The hillfort is now wooded and interior features are unknown. Calcined flints and possible pot-boilers found during an excursion of the Newbury District Field Club (1872-5),NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
97,"Walbury Camp, West Berkshire",No surface features are visible although a pit was briefly excavated by Crawford in 1907,"Alleged dew pond within the interior, possibly originating from a chalk pit, said to never run dry",Pits in the western sector appear to be the result of chalk digging. The interior of the hillfort has been extensively cultivated.,Small pit briefly excavated by O.G.S. Crawford,"In the region of 60 percent of the hillfort interior has been surveyed (Payne, 2006: 44-7).  Very few archaeological features could be identified and it is thought that the underlying geology rendered the survey difficult to analyse, although it was also suggested that the hillfort saw only low-level activity.",No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
98,"Ramsbury, West Berkshire (Ramsbury Corner)","Mostly destroyed, no evidence for interior features",A number of springs rise in the area,NA,Ramparts only excavated,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
99,"Membury Camp, Wiltshire (Membury Fort)","Unexcavated, but chance finds of possible Iron Age pottery 1977, 1980 and 1987 and Neolithic chipped and polished grey flint axe and Neolithic or later grey flint adze or chisel, both in Passmore Collection, Ashmolean Museum, Oxford. In S interior possible hut circle c. 12m diameter showing as cropmark.",NA,In S interior possible hut circle c. 12m diameter showing as cropmark.,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
100,"Eston Nab, North Yorkshire","Excavation shows at least one roundhouse and two lines of stones 30m long and 90cm apart which have been interpreted as hearths. Surface evidence - a low, stone walled enclosure is undated but possibly contemporary with the enclosure.",NA,"Hearths, low stone walled enclosure",NA,NA,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No
101,"Perborough Castle, West Berkshire (Compton Castle)",The interior was deep ploughed during World War II and there is no surface evidence for intensive settlement. 32 sherds of Early Iron Age Pottery were recovered from plough soil in the 1930s; a few more were recovered in the 1960s.  Possible quarry hollows. Pits shown by geophysical survey.,NA,Five circular hollows are probably marl pits.,NA,Approximately 100 positive anomolies suggest probable pits and lengths and ditch.  The density and clustering of pits is similar to tthat seen at other local hillforts where occupation was short-lived and restricted to the early Iron Age (Payne et al. 2006),Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No
102,"Caesar's Camp, Bracknell Forest","Very little activity has been recorded, possible road/track by geophysics, surface finds.","A well is shown on the 1:25,000 1937-61 OS map",NA,Later Neolithic/Bronze Age and Iron Age material recovered from test pits,Geophysical survey revealed relatively little activity,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
103,"Allen Knott, Cumbria",No known features,NA,NA,Ramparts only,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
104,"Barrock Fell, Cumbria (Barrock Tell)",Surface finds of 29 sherds of coarse Roman greyware and one small samian fragment. No other evidence.,NA,NA,NA,NA,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
