Main_Atlas_Number,Main_Display_Name,Landscape_Altitude,Landscape_Type_Comments,Landscape_Topography_Comments,Landscape_Topography_Dominant,Landscape_Type_Contour,Landscape_Type_Partial,Landscape_Type_Promontory,Landscape_Type_Hillslope,Landscape_Type_Level,Landscape_Type_Marsh,Landscape_Type_Multiple,Landscape_Topography_Hilltop,Landscape_Topography_Coastal,Landscape_Topography_Inland,Landscape_Topography_Valley,Landscape_Topography_Knoll,Landscape_Topography_Ridge,Landscape_Topography_Scarp,Landscape_Topography_Hillslope,Landscape_Topography_Lowland,Landscape_Topography_Spur,Landscape_Aspect_N,Landscape_Aspect_NE,Landscape_Aspect_E,Landscape_Aspect_SE,Landscape_Aspect_S,Landscape_Aspect_SW,Landscape_Aspect_W,Landscape_Aspect_NW,Landscape_Aspect_Level
83,"Roveries Hill Camp, Shropshire (The Roveries (Upper))",259.0,"Site makes full use of the natural topography. Located on the higher of the two summits of the wooded Roveries, strategically sited above the headwaters of the Rivers Camlad and Onny and the Lydham Pass, to the SW of the Long Mynd.",,Roveries Hill.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
84,"The Berth, Shropshire",95.0,"Definite and unique marsh fort, in being located on two glacial mounds. Isolated marsh fort, comprising two enclosures located on gravel glacial mounds, formerly surrounded by wetland and fen near to the River Perry and located near to the present Berth Pool.",,"Three glacial mounds, two enclosed.",No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
85,"The Burgs, Shropshire (The Buries; Bayston Hill)",88.0,Located on a low-lying knoll overlooking the Severn plain and the confluence of the Severn and Rea Brook.,,Low-lying knoll.,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
86,"The Ditches, Mogg Forest, Shropshire (Larden Ditches; Mogg Ditches; The Rings; Wynbury Castle; Larden Castle)",280.0,Located on an interfluve position between the valley of the River Corve and brooks. Interior gently domed.,,Hill top.,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
87,"Upper Knuck Camp, Shropshire (The Knuck)",380.0,Small inland promontory fort on gentle SE facing slope. Cuts off a small sloping spur on gentle SE facing slopes between two dingles above the River Unk and with commanding views to the S and SE.,,Sloping spur.,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
88,"The Lawley (North End), Shropshire (The Lawley (Lower))",251.0,Type estimated. The site makes use of the natural slopes of the hill. Located on the narrow steep razor-edge ridge of The Lawley below the summit of the hill and the upper site.,,Razor-edge ridge of The Lawley,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
89,"The Lawley (Summit), Shropshire (The Lawley (Upper))",377.0,"The exact type of hillfort (if indeed one) cannot be exactly defined and partial contour site only estimated, though site makes full use of the topography. Located on the very exposed sharp ridge of The Lawley, the very distinctive razor-edged hill next (NE) to Caer Caradoc and surrounded by precipitous slopes on all sides.",,Summit ridge of The Lawley.,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No
90,"The Wrekin, Shropshire",407.0,Both the inner and outer enclosures follow the contours with slopes in all directions. Steep hogsback ridge located above the River Severn on the S and River Tern to the N.,,The Wrekin.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
91,"Titterstone Clee, Shropshire",500.0,"Site slopes in most directions, but follows the contours. Located on the summit of Titterstone Clee, one of the Clee hills (with Brown), that dominate SE Shropshire overlooking the River Teme and lower lying valleys to the W and Ledwyche Brook and River Rea to the E.",,Summit of Titterstone Clee.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No
92,"Wall Camp, Kynnersley, Shropshire (The Wall; Kinnersley Wall)",60.0,"Important and large (12ha), isolated and flat lowland marsh fort located on Tibberton Moor near to the confluence of the River Strine and River Tern and River Meese and Tern.",,Low lying sandstone and Boulder Clay former island in the midst of former fen.,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
93,"Walton Camp, Shropshire",229.0,Interior slopes from N to S. Sited on a the S end of an isolated knoll/ spur overlooking the valley of the Rea Brook to S and SW and Rowley Brook and uplands beyond..,,Isolated knoll/spur.,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
94,"Wart Hill, Shropshire",324.0,Small contour hillfort located on summit of Wart Hill on steep slopes above the River Onny opposite to Burrow Camp and the confluence of the Onny with Quinny and Byne Brooks.,,Hill top summit of Wart Hill.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
95,"Grimsbury Castle, West Berkshire (Grimsbury Camp)",155.0,"Univallate contour fort lying at 155m OD on plateau gravels and Bagshot sands.  It occupies the highest point in a triangle of plateaus which lie between the Thames, the Kennet and the Berkshire Downs.  Higher in the N, sloping in the SW towards Bucklebury Common.",,Narrow arc-shaped ridge lying to the W and S of the River Pang,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
96,"Bussock Camp, West Berkshire (Bussock Wood Camp)",145.0,"A contour fort, univallate in the W and bivallate elsewhere lying on a ridge at 145m OD",,Situated at the end of a gravelly ridge which has a steep natural slope to the N and W.,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
97,"Walbury Camp, West Berkshire",295.0,"A univallate contour hiilfort lying on Cretaceous Upper Chalk overlain by calcareous silty soils of the Andover 1 series. The hillfort lies at 295m OD on the highest point on the chalk in Britain. The hillforts of Fosbury, Beacon Hill and Ladle Hill can be seen. Farther afield, both Danebury and Quarley Hill are visible to the S.  Under optimum conditions Uffington Castle, Rams Hill and Segsbury can be made out on the northern horizon",,Situated at the widening of an EW chalk ridge with extensive views in all directions,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
98,"Ramsbury, West Berkshire (Ramsbury Corner)",149.0,A possible former contour fort lying at approximately 149m OD. The northern side survives as two parallel banks in adjacent woodland which follow the contours of a steep slope for several metres (verified by the West Berkshire HER officer in 2011),,Lies in a strong defensive position on a ridge of high ground.,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
99,"Membury Camp, Wiltshire (Membury Fort)",206.0,"Large, oval, contour hillfort located at the SW corner of small downland plateau at 206m OD with the River Kennet to the SW and Ermin Street to the NE. Steep slopes to S and W and flat plateau to N and E.",,Downland plateau,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
100,"Eston Nab, North Yorkshire",242.0,"A contour fort situated at 242m OD on a steep, N-facing scarp edge",,Steep N-facing scarp edge on Eston Nab,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No
101,"Perborough Castle, West Berkshire (Compton Castle)",137.0,"A contour fort lying at 137m OD on an E-facing spur overlooking the upper reaches of the River Pang. Wood & Hardy (1962: 53) noted that its position overlooked two early routeways. The first leading to the Pang Valley-Churn gap which breaches the main escarpment of the Downs towards the Vale of the White Horse, and the 'West Ridgeway' which runs between the Thames crossings near Streatley and the Kennet crossing near Newbury.",,On the E-facing side of a spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
102,"Caesar's Camp, Bracknell Forest",120.0,A univallate hillfort at 120m OD which closely follows the 120m contour of a northward projecting spur and its small valleys.,,Northward projecting spur,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes
103,"Allen Knott, Cumbria",220.0,"A contour fort situated in a strong defensive position at 220m OD on the summit of Allen Knott. From the summit, Lake Windermere, the peaks of Gummers How and Orrest Head, the Langdale Pikes, Crinkle Crags, the Old Man of Coniston and the hills surrounding the Kirkstone Pass are visible.",,On the summit of Allen Knott,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
104,"Barrock Fell, Cumbria (Barrock Tell)",183.0,A univallate hillslope fort lying at 183m OD on the upper slopes of Barrock Fell.,,Situated on the upper slopes of Barrock Fell.,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
105,"Humbledon Hill, Tyne and Wear (Homeldon; Hamdon; Hamylden; Hamildon; Humbledon Bank)",91.0,A two-phase contour fort lying at 91m OD on the summit of Humbledon Hill.,,None,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
106,"Carrock Fell, Cumbria",640.0,"A partial contour fort located on an irregular E-W double summit ridge of Carrock Fell at approximately 640m OD. The highest part of the enclosure is a rocky knoll lying at the western end, descending gradually eastwards in a series of steps beyond which it rises again to a smooth rounded knoll in the east.",,EW summit ridge of Carrock Fell,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
107,"Castle Crag, Bampton, Cumbria",366.0,"Sited on an inland promontory on Castle Crag at 366m OD, a projection of rock extending NE from Birks Crag which is precipitous on three sides. On the fourth side in the SW it was enclosed by a stone rampart and two deep ditches.",,Summit of Castle Crag,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
108,"Castle Crag, Borrowdale, Cumbria",305.0,A univallate contour fort situated at 305m OD on the relatively flat summit of Castle Crag,,Summit of Castle Crag,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
109,"Castle How, Peel Wyke, Cumbria",90.0,A multivallate contour fort lying at 90m OD on the summit of Castle How,,Summit of a rocky knoll with steep sides in the N and S,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
110,"Castle Howe, Little Langdale, Cumbria",170.0,Multiple enclosure fort of concentric rock-cut ditches in the E and W at 170m OD.,,Rocky knoll at its highest point,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
111,"Castlesteads, The Helm, Cumbria (Castle Steeds)",182.0,Contour fort lying at 182m OD on the summit of a hill known as The Helm.  Possibly once completely enclosed.,,Summit of a ridge known as 'The Helm',Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
112,"Castlesteads, Lowther Park, Cumbria",182.0,Contour fort lying at 182m OD on the summit of a slight knoll within Yanwath Wood,,Slight knoll,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
113,"Shoulthwaite Gill, Cumbria (Castle Crag, Shoulthwaite)",396.0,A multiple enclosure hillfort located on a rocky knoll or promontory at 396m OD,,Sited on a rocky knoll,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
114,"Castle Head, Cumbria (Atterpile Castle)",16.0,A purported inland promontory fort on a natural rocky outcrop at 16m OD,,Natural rocky outcrop,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
115,"Maiden Castle, County Durham",68.0,Promontory fort situated at 68m on a precipitous promontory above the River Wear,,Spur,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
116,"Skelmore Heads, Cumbria (Great Urswick Fort)",95.0,"A contour fort on the summit of a low, flat topped hill at 95m OD. From the summit there are extensive views in most directions expect in the SE where it is overlooked by Birkrigg Common.",,Summit of a low flat-topped hill,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
117,"Swarthy Hill, Cumbria",31.0,"A triple ditched enclosure lying at 31m OD on the summit and SE slope of Swarthy Hill on a large outcropping of Devensian Till and Sand, overlooking Allonby Bay",,On the summit and SE slope of Swarthy Hill,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No
118,"Shackleton Beacon Hill, County Durham",183.0,A multivallate contour fort sited on a prominent limestone ridge at 183m OD,,Prominent limestone ridge,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
119,"Tilberthwaite, Cumbria",160.0,A possible contour fort located on the summit of a high ridge within woodland at 160m OD,,Situated on a high ridge,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
120,"Dunmallard, Cumbria (Dunmallet, Dunmalloght,  Dunmallock)",240.0,A multivallate contour fort on the summit of Dunmallard Hill at 240m OD,,Summit of Dunmallard Hill,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
121,"Scarside Plantation, Cumbria",324.0,A univallate contour fort lying in a commanding position at 324m OD on the western edge of the summit on Scarside Common.,,Summit of Scarside Common,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
122,"Kemp's Walk, Meikle Larbrax, Dumfries & Galloway (Kemp's Wark)",40.0,A large promontory on the coastal escarpment overlooking the beach in Larbrax Bay,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
123,"Dunskey Golf Course, Dumfries & Galloway (Portpatrick Post Office Radio Station; Fort Cottage)",40.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
124,"Dounan Nose, Dally, Dumfries & Galloway",7.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
125,"Croglam Castle, Cumbria",214.0,A univallate contour fort situated at 214m OD on the summit of a hill with good visibility in all directions.,,Commanding position on hill top,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
127,"High Auchneel, Dumfries & Galloway",15.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
128,"Portobello, Dumfries & Galloway (Mains of Cairnbrock)",15.0,Coastal promontory immediately NW of sea inlet of Portobello.,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
129,"Mare Rock, Dumfries & Galloway (High Auchneel)",10.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
130,"Juniper Face, Dumfries & Galloway (High Auchneel)",10.0,Much faulted coastal headland with sea inlets to N and S.,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
131,"Mare Rock, Dumfries & Galloway (High Auchneel)",30.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
132,"Fort Point, Larbrax Moor, Dumfries & Galloway (Salt Pans Bay, Galdenoch)",7.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
133,"Dunskirloch, Dumfries & Galloway",10.0,,,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
134,"Cassington Ring, Oxfordshire (Cassington Mill Big Ring)",60.0,"On flat floodplain, a spur of gravel overlooking the River Evenlode at its confluence with the River Thames",,Dominates the confluence of the Rivers Evenlode and Thames,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
135,"Tadmarton Camp, Oxfordshire (Tadmarton Heath Camp)",195.0,Approximately follows the contours of a low hill,Approximately follows the contours of a low hill,On a low hill but with good views in all directions,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
136,"Madmarston Hill Camp, Oxfordshire (Madmarston Camp)",171.0,Follows the contours of an isolated hill,Follows the contours of an isolated hill,"On a prominent flat-topped hill, good views all around",Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
137,"Alfred's Castle, Oxfordshire",190.0,On slight hillock within a large 'bowl' surrounded by higher hills,On slight hillock within a large 'bowl' surrounded by higher hills,Very visible location from surrounding hills.,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
138,"Castle Grove Camp, Oxfordshire (Wyfold Castle)",120.0,Roughly follows the contours of an irregular oval shaped hill on a slight elevation on a plateau,Roughly follows the contours of an irregular oval shaped hill on a slight elevation on a plateau,Would have good views in all directions,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes
139,"Bozedown Camp, Oxfordshire (Binditch)",115.0,"Follows a slight hill on a slope. Utilises the chalk scarp to the S overlooking the River Thames and sloping towards it, altitude at NW is 131m, at S edge is 99m",,Overlooks the River Thames to the S,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No
140,"Blewburton Hill, Oxfordshire",110.0,Follows the contours of an isolated hill,Follows the contours of an isolated hill,Isolated hill with good views all around,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
141,"Little Coxwell Camp, Oxfordshire (Lower Coxwell Camp; Onetree Hill)",128.0,"Follows the contour of hilltop, steep slopes to N and W, gentle to S and E",Follows the contour of hilltop,Good views all around,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
