Main_Atlas_Number,Main_Display_Name,Dating_Date_Comments,Dating_Pre_Comments,Dating_Post_Comments,Dating_Date_Pre_1200BC,Dating_Date_1200BC_800BC,Dating_Date_800BC_400BC,Dating_Date_400BC_AD50,Dating_Date_AD50_AD400,Dating_Date_AD400_AD800,Dating_Date_Post_AD800,Dating_Date_Unknown,Dating_Date_Reliability,Dating_Pre,Dating_Post,Related_Dating_Artefactual,Related_Dating_NA,Related_Dating_Morph_Earth_Typo,Related_Dating_C14,Related_Dating_Other
111,"Castlesteads, The Helm, Cumbria (Castle Steeds)","Undated, presumed Iron Age, possibly Roman or later.",NA,Triangulation point 608 feet (185m) within the enclosed area.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
112,"Castlesteads, Lowther Park, Cumbria","Undated, presumed Iron Age",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
113,"Shoulthwaite Gill, Cumbria (Castle Crag, Shoulthwaite)","Three radiocarbon dates provided 6th-7th century dates for the site, but its origins could be earlier and reused",NA,"Possibly, if originally constructed in the Iron Age",No,No,No,No,No,Yes,No,No,B,No,Yes,No,No,No,Yes,No
114,"Castle Head, Cumbria (Atterpile Castle)",Iron Age (alleged) based on surface finds from 1765.,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,Yes,No,No,No,No
115,"Maiden Castle, County Durham",Nothing contemporary with what is thought to be the main period of construction and use of the hillfort,NA,NA,No,No,No,No,No,No,No,Yes,D,No,Yes,Yes,No,No,No,No
116,"Skelmore Heads, Cumbria (Great Urswick Fort)","Artefactual evidence indicates that human activity at this site and in the vicinity possibly pre-dates the fortification of the hilltop. Finds from and near the site included pottery of a Bronze Age type, six socketed bronze axes, a saddle quern and a number of roughed out stone axes. The hillfort lies on what might have been one of the routes by which Langdale axes were transported south and could have earlier, Neolithic origins. There is no evidence for occupation continuing beyond the 5th century BC.",Pallisaded enclosure,Triangulation point,No,Yes,Yes,Yes,No,No,No,No,C,Yes,No,Yes,No,No,No,No
117,"Swarthy Hill, Cumbria",One C-14 date,NA,Triangulation pillar,No,No,Yes,Yes,No,No,No,No,B,No,Yes,No,No,No,Yes,No
118,"Shackleton Beacon Hill, County Durham",Undated presumed Iron Age,NA,Windmill which was remodelled in the late 18th century to form a stone folly. The folly remains as a circular structure 6.5m in diameter with walls 0.8m thick and up to 3m high.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
119,"Tilberthwaite, Cumbria","Considered to be medieval based on a 12th century documentary reference, but could be of any period",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
120,"Dunmallard, Cumbria (Dunmallet, Dunmalloght,  Dunmallock)","Undated, presumed Iron Age but Challis & Harding (1975) suggest possibly post-Roman",NA,Possible post-Roman use,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
121,"Scarside Plantation, Cumbria","Undated, presumed Iron Age",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
122,"Kemp's Walk, Meikle Larbrax, Dumfries & Galloway (Kemp's Wark)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Rig and furrow of probable post-medieval date in the interior,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
123,"Dunskey Golf Course, Dumfries & Galloway (Portpatrick Post Office Radio Station; Fort Cottage)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
124,"Dounan Nose, Dally, Dumfries & Galloway","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
125,"Croglam Castle, Cumbria",The wide flat bottomed ditch and the name Croglam Castle lends some support to it being a ringwork. Without investigation it remains undated and from its form is presumed Iron Age although may be a medieval ringwork.,Unknown,Remains of a stone barn in the north-west corner,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
127,"High Auchneel, Dumfries & Galloway","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
128,"Portobello, Dumfries & Galloway (Mains of Cairnbrock)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
129,"Mare Rock, Dumfries & Galloway (High Auchneel)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
130,"Juniper Face, Dumfries & Galloway (High Auchneel)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
131,"Mare Rock, Dumfries & Galloway (High Auchneel)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
132,"Fort Point, Larbrax Moor, Dumfries & Galloway (Salt Pans Bay, Galdenoch)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,One building of the adjacent post-medieval farmstead overlies the outer wall on the E.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
133,"Dunskirloch, Dumfries & Galloway","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Circular mound noted in the interior may be of later date.,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
134,"Cassington Ring, Oxfordshire (Cassington Mill Big Ring)",1st century BC pottery from ditch at SE entrance,Numerous ring ditches within and around the enclosure,"Romano-British re-use (1st-3rd centuries based on pottery), Anglo-saxon pottery and inhumations",No,No,No,Yes,Yes,No,No,No,C,Yes,Yes,Yes,No,No,No,No
135,"Tadmarton Camp, Oxfordshire (Tadmarton Heath Camp)","Late Iron Age and Romano-British pottery, RB coin, from ad hoc surface finds and when constructing the golf course",NA,Romano-British pottery from surface finds,No,No,No,Yes,No,No,No,No,C,No,Yes,Yes,No,Yes,No,No
136,"Madmarston Hill Camp, Oxfordshire (Madmarston Camp)","Initial palisaded enclosure probably early Iron Age, ramparts probably middle/late Iron Age, Romano-British re-use, pottery mainly 3rd-4th centuries AD.","Neolithic and Bronze Age flints from field walking. Palisaded enclosure before the rampart, probably early Iron Age","Romano-British re-use, pottery mainly 3rd-4th centuries AD.",No,No,Yes,Yes,Yes,No,No,No,B,Yes,Yes,Yes,No,No,No,No
137,"Alfred's Castle, Oxfordshire","Pre-enclosure activity (EBA round barrows, LBA linear ditches). Small enclosure mainly 5th-3rd century BC, minimal LIA activity. Romano-British farmhouse 1st-3rd centuries AD, some Late Saxon activity 9th-11th centuries AD. 24 C14 dates, archaeo-magnetic, pottery and La tene brooch. Horn (Forthcoming) suggests the hillfort start 400-360 BC, ends 350-185 BC, span = 15-155 years.","Early Bronze Age round barrows very nearby, late Bronze Age linears re-used as two sides of the small enclosure.","Romano-British farmhouse within the small enclosure, some late Saxon, 9th-11th century, activity.",No,No,No,Yes,No,No,No,No,A,Yes,Yes,Yes,No,No,Yes,No
138,"Castle Grove Camp, Oxfordshire (Wyfold Castle)",No evidence,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,No,Yes,No,No
139,"Bozedown Camp, Oxfordshire (Binditch)",Early Iron Age (pottery and shale bracelet from excavation),Late Bronze Age ditch just outside NE ramparts shown by excavation (Howell 1995),11th century early medieval material from excavation (Wood 1954),No,No,Yes,No,No,No,No,No,B,Yes,Yes,Yes,No,No,No,No
140,"Blewburton Hill, Oxfordshire",Three phases: stockaded camp (7th-6th centuries BC); box rampart (6th-5th centuries BC); dump rampart (2nd-1st centuries BC). Abandoned by the end of the 1st century BC.,Neolithic and Bronze Age artefacts from excavations,"Limited Romano-British pottery, early Saxon cemetery.",No,No,Yes,Yes,No,No,No,No,A,Yes,Yes,Yes,No,No,No,No
141,"Little Coxwell Camp, Oxfordshire (Lower Coxwell Camp; Onetree Hill)",Surface finds of Iron Age and Roman pottery on southern rampart,NA,Romano-British from surface pottery,No,No,Yes,Yes,Yes,No,No,No,D,No,Yes,Yes,No,No,No,No
142,"Sinodun Hill Camp, Oxfordshire (Castle Hill)","Late Bronze Age enclosure in the middle of the hillfort, identified by geophysics, hillfort dated to early and middle Iron Age  through excavation and pottery, late Romano-British re-use (4th century), medieval occupation (12th/13th century)","Late Bronze Age enclosure in the middle of the hillfort, identified by geophysics","Late Romano-British re-use (4th century), medieval occupation (12th/13th century)",No,No,Yes,Yes,Yes,No,Yes,No,A,Yes,Yes,Yes,No,No,No,No
143,"Cherbury Camp, Oxfordshire",Early and middle Iron Age pottery from excavation and surface finds,NA,Small amounts of Romano-British pottery from excavations,No,No,Yes,Yes,No,No,No,No,B,No,Yes,Yes,No,No,No,No
144,"Badbury Camp, Oxfordshire","Possible LBA/EIA sherds, EIA sherds, Romano-British sherds, all from surface collection",NA,Romano-British sherds from surface collection,No,No,Yes,Yes,No,No,No,No,C,No,Yes,Yes,No,No,No,No
145,"Burroway, Oxfordshire","Small amounts of Iron Age pottery from excavations, possibly early and middle Iron Age.",NA,NA,No,No,Yes,Yes,No,No,No,No,B,No,No,Yes,No,No,No,No
146,"Uffington Castle, Oxfordshire (Woolstone Castle)","1st phase c. 8th/7th century BC (box rampart), 2nd phase c. 4th century BC (dump rampart). Romano-British re-use and modification","Nearby Neolithic long barrow, early Bronze Age round barrows. Hillfort constructed at the end of a late Bronze Age linear ditch","Romano-British re-use of the enclosure plus burials nearby, Saxon burials nearby",No,No,Yes,No,Yes,No,No,No,A,Yes,Yes,Yes,No,No,No,No
148,"Chastleton Camp, Oxfordshire (Chastleton Barrow)",Early Iron Age from excavations (Price 1881; Leeds 1931; Sutton 1966),NA,NA,No,No,Yes,No,No,No,No,No,B,No,No,Yes,No,No,No,No
149,"Bladon Camp, Oxfordshire (Round Castle)",Small amounts of possible early Iron Age pottery from excavation (OUAS 1988),NA,NA,No,No,Yes,No,No,No,No,No,B,No,No,Yes,No,No,No,No
151,"Ilbury Camp, Oxfordshire","Iron Age pottery from the interior/rampart surface, also early Romano-British and medieval.",NA,Early Romano-British and medieval pottery from the interior/rampart surface,No,No,Yes,Yes,No,No,No,No,C,No,Yes,Yes,No,No,No,No
152,"The Roundabout, Oxfordshire (Lyneham Camp; Merriscourt)","Pottery from excavation (Bayne 1957), unspecific Iron Age, surface finds of Saxon spearheads (mentioned in HER)",NA,Surface finds of Saxon spearheads (mentioned in HER),No,No,Yes,Yes,No,No,No,No,B,No,Yes,Yes,No,No,No,No
153,"Knollbury Camp, Oxfordshire (Knoll Bury Roman Camp; Knollberry, Banks)",No evidence but probably Iron Age,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
154,"Hardwell Camp, Oxfordshire","Probably middle Iron Age based on morphology of the earthworks, especially the SE entrance",NA,NA,No,No,No,Yes,No,No,No,No,D,No,No,No,No,Yes,No,No
155,"Segsbury Camp, Oxfordshire (Letcombe Castle)",Excavation suggests 600BC - 200BC.,"Pre-rampart ditch may be part of an enclosure, probably c7th/6th century BC.",Saxon burial in rampart.,No,No,Yes,Yes,No,No,No,No,A,Yes,Yes,Yes,No,No,No,No
156,"Little Tew, Oxfordshire","Prehistoric pottery found nearby, uncertain whether it is related to the enclosure (mentioned in HER).",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
157,"Hill Farm, Bruern, Oxfordshire",No evidence for dating,NA,"Possible Romano-British villa from aerial photographs, early medieval pottery in plough soil",No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
158,"Eynsham Park Camp, Oxfordshire",Assumed Iron Age based on morphology of earthworks,NA,NA,No,No,Yes,Yes,No,No,No,No,C,No,No,No,No,Yes,No,No
159,"Harborough Bank, Oxfordshire (Herborowe Bank)",No evidence other than a single sherd of possibly Iron Age pottery from field walking and evidence for roundhouses from aerial photographs,NA,Anglo-Saxon burials from 'the same field',No,No,Yes,Yes,No,No,No,No,C,No,Yes,Yes,No,No,No,Yes
161,"Wigginton Heath, Oxfordshire",Unknown,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
162,"Castle Bank, Oxfordshire",No evidence but possibly Iron Age,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
164,"Horspath, Oxfordshire",Unknown,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
165,"Silsbury Hill, Oxfordshire",No evidence,NA,Medieval pottery from nearby fields,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
166,"Cholsey Hill, Oxfordshire",Unknown,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
167,"Rams Hill, Oxfordshire","Early Iron Age pottery in ditch fill, hillfort may be short-lived and a suggestion it is unfinished (Bradley and Ellison 1975). Replaces a middle/late Bronze Age enclosure, replaced by Romano-British enclosure.",Middle/late Bronze Age enclosure,Romano-British enclosure,No,No,Yes,No,No,No,No,No,B,Yes,Yes,Yes,No,No,No,No
168,"Bury Hill, Oxfordshire",Unknown,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
169,"Tilbury Farm, Oxfordshire","Early Iron Age pottery, some middle.",NA,NA,No,No,Yes,Yes,No,No,No,No,B,No,No,Yes,No,No,No,No
170,"Hill Wood, Oxfordshire",No dating evidence,NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
171,"Idbury Camp, Oxfordshire","Iron Age and Romano-British pottery, surface finds.",NA,"Romano-British pottery from surface and coins nearby?, Anglo-Saxon cemetery nearby?",No,No,Yes,Yes,No,No,No,No,C,No,Yes,Yes,No,Yes,No,No
172,"Dyke Hills, Oxfordshire (Dike Hills)","Earthworks and internal features (roundhouses) suggest Iron Age, small amounts of pottery, late Iron Age due to coins",Early Bronze Age barrows,"Romano-British and Anglo-Saxon coins, late Saxon burial.",No,No,Yes,Yes,No,No,No,No,C,Yes,Yes,Yes,No,Yes,No,No
173,"Abingdon, The Vineyard, Oxfordshire","Enclosing ditches and banks dated to 200 cal BC - 55 cal AD from primary fills of ditches. Early and middle Iron Age features and artefacts in the interior, develops into a Romano-British settlement.",Early and middle Iron Age features and artefacts,Romano-British settlement,No,No,No,Yes,Yes,No,No,No,A,Yes,Yes,No,No,No,Yes,No
174,"Cookham Dean, Berkshire",Early Iron Age based on excavated pottery,NA,NA,No,No,Yes,No,No,No,No,No,B,No,No,Yes,No,No,No,No
175,"Muldaddie, Dumfries & Galloway","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
176,"Crammag Head, Dumfries & Galloway (Crammag Fort, Crammock, Crummag Head, Crammog (Fort, Slock Mill))",The broch or dun and its outwork are likely to date from the 1st-2nd centuries AD,NA,The broch or dun is likely to post-date the promontory fort,No,No,No,No,No,No,No,Yes,D,No,Yes,No,No,Yes,No,No
177,"Dunman, Dumfries & Galloway","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
178,"Kenmuir Graves, Island Buoy, Dumfries & Galloway (Float Bay)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
179,"Dove Cave Head, Dumfries & Galloway (Little Float)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Outer defences are overlain by rig-and-furrow cultivation,No,No,No,No,No,No,No,Yes,D,No,Yes,No,Yes,No,No,No
180,"Grennan, Grennan Point, Dumfries & Galloway","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
181,"Duniehinnie, Mull of Logan, Dumfries & Galloway (Duniehinnie; Mullhill)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
182,"Clanghie Bay, Dumfries & Galloway (Clanghie Point)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
183,"Clanghie Point, Dumfries & Galloway (Mullhill)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
184,"Kildrochet House, Dumfries & Galloway (Camp's Graves; Kildrochat House)","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,NA,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
185,"Dunbae Glen, Dumfries & Galloway","In the absence of excavation, there are neither stratified artefacts nor radiocarbon dates to provide a chronology for the defences.",NA,Ploughed flat,No,No,No,No,No,No,No,Yes,D,No,No,No,Yes,No,No,No
