Main_Atlas_Number,Main_Display_Name,Annex_Summary,Annex
420,"Winklebury Camp, Wiltshire (Winkelbury; Winterburgh; Winter Camp)",NA,No
421,"White Sheet Castle, Wiltshire (Old Castle Hillfort; Whitesheet Hill; White Sheet Camp)",NA,No
422,"Cley Hill Camp, Wiltshire","To the SE of hillfort, 50m downslope, two medieval strip lynchets damaged by quarrying. Suggested that they may be re-using an earlier, pre-existing, boundary which formed a hillfort annexe. Aerial Photographs taken 1975-7 suggest that the possible annexe interior, between hillfort and these strip lynchets, contains many house platforms and pits.",Yes
423,"Knook Castle, Wiltshire",NA,No
424,"Budbury, Wiltshire",NA,No
425,"Bury Wood Camp, Wiltshire (Bury Ditches; Bury Camp)",NA,No
426,"Castle Ditches, Tisbury, Wiltshire (Spelsbury; Wilburge)",NA,No
427,"Ebsbury Hill, Wiltshire (Grovely Earthworks)",NA,No
428,"Nuns Walk, Malmesbury., Wiltshire",NA,No
429,"Chiselbury, Wiltshire",NA,No
430,"Nash Hill, Wiltshire (Naish Hill)",NA,No
431,"Codford Circle, Wiltshire (Oldbury Camp; Wilsbury Ring; Woldsbury)",NA,No
433,"Trendle Ring, Somerset (Bicknoller Hill)",NA,No
434,"Dowsborough Camp, Somerset (Dowsborough Castle Hill; Danesborough; Dawesbury)",NA,No
435,"Elworthy Barrows, Somerset",NA,No
436,"Clatworthy Camp, Somerset (Clatworthy Castle; Clatworthy Hillfort)",NA,No
437,"Curdon Wood Camp, Somerset (Curdon)",NA,No
438,"The Castles, Bathealton, Somerset (Castles Camp)",NA,No
439,"Norton Camp, Somerset (Norton Fitzwarren Hillfort)",NA,No
440,"King's Castle, Somerset (Castle Hill, Wivelscombe)",NA,No
441,"Ilchester Mead, Somerset (The Oppidum)",NA,No
442,"Bounds Lane, Somerset",NA,No
443,"Whitestaunton Camp, Somerset (Horse Pool Copse; Horse Pool Camp; Southay Camp; Harbury; Hamberry; Whitestanton Camp)",Possible annexe to N diiscounted.,No
444,"Knapp Copse, Somerset",NA,No
445,"Dundon Hill Camp, Somerset (Compton Dundon Hillfort)",NA,No
446,"Milborne Wick, Somerset (Burrow Hill)",NA,No
447,"Westwood, Somerset (West Wood Hillfort)",NA,No
448,"Ham Hill, Somerset (Hamdon Hill Camp)",NA,No
449,"Brean Down Camp, Somerset",NA,No
450,"Ruborough Camp, Somerset (Roberrow; Roborough; Roborough)",NA,No
451,"Rooks Castle, Somerset",Curvilinear outworks forming annexe on S-facing slope to E defined by bank with ditch in places.,Yes
452,"Cannington Park Camp, Somerset (Cynwit Castle; Cynuit Castle; Gynwir Castle; Kynwich Castle)",NA,No
453,"Brent Knoll, Somerset (Brent Knoll)",NA,No
454,"Plainsfield Camp, Somerset (Cockercombe Castle)",NA,No
455,"Orchard Wood, Somerset (Orchard Wood Hillfort)",NA,No
456,"Mells Down Camp, Somerset","Possible, but not verified, larger, single-ditched enclosure attached to W of main.",Yes
457,"Winsmoor Hill, Stocklinch, Somerset",NA,No
458,"Blacker's Hill, Somerset",NA,No
459,"Maesbury Castle, Somerset (Marksbury)",NA,No
460,"Dinies Camp, Somerset",NA,No
461,"Tedbury Camp, Somerset",NA,No
462,"Small Down Camp, Somerset (Small Down Knoll Camp)",NA,No
463,"Kingsdown Camp, Somerset",NA,No
464,"Wadbury Camp, Somerset (Wadbury Hillfort)",NA,No
465,"Fox Covert, Somerset",NA,No
466,"Westbury Camp, Somerset",Medieval field system linear banks mistaken for annexe.,No
467,"Roddenbury Hill, Somerset (Roddenbury Camp)",NA,No
468,"Yeavering Bell Camp, Northumberland",NA,No
469,"Fawcett Shank, Northumberland",NA,No
470,"Great Hetha, Northumberland (Great Hetha Camp)",NA,No
471,"Ring Chesters, Northumberland (Elsdon Burn Camp)",NA,No
472,"Staw Hill, Northumberland",An annex is formed by the double ramparts in the S and SW reaching a maximum width of 9.6m in the NW.  The area between the ramparts is divided by several slight earth and stone banks which run radially between the ramparts.,Yes
473,"Middleton Dean, Northumberland (Dod Hill (North) Camp)",NA,No
474,"West Wylam, Northumberland",NA,No
475,"Prendwick Chesters, Northumberland (Prickly Knowe Enclosures)",NA,No
476,"Camp Hill, Northumberland",NA,No
477,"Glead's Cleugh Camp, Northumberland (Gledes-Cleugh Camp; Gleadscleugh)",A sub-rectangular annexe 12m long by 8m terraced into the slope is attached to the outer rampart.,Yes
478,"Humbleton Hill Camp, Northumberland (Homildon; Hameldun; Holmedon; Homilheugh)",NA,No
479,"Monday Cleugh, Northumberland",NA,No
480,"Castle Hill Alnham, Northumberland",NA,No
481,"Chubden Camp, Northumberland (Low Chubden)",NA,No
482,"Isabella's Mount Camp, Northumberland (Rayheugh)",Four annexes lie on the E side of the enclosure.  Their construction is similar to that of the main enclosure  with banks surviving to a height of between 0.3-0.8m and approximately 4m wide.,Yes
483,"Lucker Camp, Northumberland (Ratchwood)",NA,No
484,"Roundabouts Camp, Northumberland",NA,No
485,"Broxmouth, East Lothian",NA,No
486,"Castle Dykes, Dunglass Dean, Scottish Borders (Castle Dykes, Dunglass Mill)",NA,No
487,"Castle Dykes, Bilsdean, East Lothian",NA,No
488,"Portencross, Auld Hill, North Ayrshire (Auldhill)",NA,No
489,"Easter Pinkerton, East Lothian (Thurston)",NA,No
491,"Gallow Law, Northumberland (Clennell Street; Castle Hills)",An unconfirmed annex lies in the W where a 70m length of stone walling cuts off the plateau.,Yes
492,"Camp Knowe, Northumberland (Clennell Hill)",NA,No
493,"Barcombe Hill, Northumberland",NA,No
494,"Bardon Mill, Northumberland",NA,No
495,"Chesters Hill, Northumberland",NA,No
496,"Bantam Hill, Northumberland (Belsay Hill)",NA,No
497,"Harehope Hill, Northumberland",NA,No
498,"Randy Burn Camp, Northumberland (Percy's Cross)",NA,No
499,"Bewick Hill Moor Camp, Northumberland (Blawearie Fort)",Possible annex formed from the berm between the two ramparts in the W and NW,Yes
500,"Bewick Hill Camp, Northumberland (Old Bewick West)",NA,No
501,"Halidon, Northumberland (Halidon Hill Settlement; Hallydown Hill)",NA,No
502,"Whiteadder Bridge, Northumberland",NA,No
503,"Brinklaw, Northumberland (Brinkburn Priory Promontory Fort)",NA,No
504,"Castle Hill Callaly, Northumberland (Callaly Hill)",Two contiguous annexes lie to the W of the main enclosure.  The innermost annex has a bank 7m wide with a central gap that provides access between the annexes and the hillfort. The outer annex has a 4m wide bank.,Yes
505,"The Old Hag, Northumberland",NA,No
506,"Tinkler's Dene, Northumberland (Tinker's Dene; Rabbit Hall Or Rabbit Hill)",NA,No
507,"Shaftoe Crags, Northumberland",NA,No
508,"East Moneylaws Camp, Northumberland (Castle Hill)",NA,No
509,"Mindrummill Farm 1, Northumberland (Mindrim-Mill Farm)",NA,No
510,"Camp Hill, Downham, Northumberland (Downham Camp)",NA,No
511,"Mindrummill Farm 2, Northumberland (Mindrim-Mill Farm)",NA,No
512,"Dendon, Northumberland (Little Mill)",NA,No
513,"Buttony Wood Camp, Northumberland",NA,No
514,"Curls Walls, Northumberland (Carls Walls)",NA,No
515,"Kay Hill, Northumberland (Low Thor Law)",NA,No
516,"Ros Castle, Northumberland (Ross Castle)",NA,No
517,"Hepburn Crags Camp, Northumberland",NA,No
518,"Blue Crags, Northumberland","The SE enclosure may be an annex of 0.31ha, possibly for stock",Yes
519,"Oxhill Plantation, Northumberland",NA,No
520,"Gunnerton Crag Camps, Northumberland (West Gunnar Peak)",NA,No
521,"Craster Heugh, Northumberland",NA,No
522,"Chesters, Northumberland",NA,No
523,"The Ringses Camp Doddington, Northumberland",A curving length of bank 4-5m wide and 0.3-0.7 high appended externally to the N of the outer rampart is a  possible annex.,Yes
524,"Fenton Hill Camp, Northumberland",NA,No
525,"Dod Law West, Northumberland (West Camp Dod Law)","A single embanked annex appended to the outer rampart in the NW comprises a curving bank 60m SW-NE by 37m transversely, enclosing 1.7ha (measurements taken from satellite imagery). A gap in the W is possibly an entrance.",Yes
526,"Roughting Linn Camp, Northumberland",NA,No
527,"Farhill Crags, Northumberland",NA,Yes
528,"Crook Hill Easington, Northumberland",NA,No
529,"Spindlestone Heugh, Northumberland","Annexes in the N and W.  A poorly defined annex in the N, 28m N-S by 80m E-W.  In the W an irregular annex 62m N-S by a maximum of 40m E-W created a bank 6m wide and 1m high with a 4m wide entrance.",Yes
530,"Camp Plantation, Northumberland (North Charlton Camp)",NA,No
531,"Shipley Camp, Northumberland (Shipley Moor)",NA,No
532,"Sandy House Camp, Northumberland (Sandy Ouse Camp)",NA,No
533,"Flodden Edge Camp, Northumberland",A single-ditched trapezoidal annex 70m N-S by 50m E-W is appended to the main enclosure in the NW corner and S of the entrance.  The ditch is narrower than the main enclosure ditch,Yes
534,"Blackchesters, Northumberland",NA,No
535,"Broomie Knowe, Northumberland",NA,No
536,"Fordwood Camp, Northumberland",NA,No
537,"Flodden Camp, Northumberland (South Flodden)",NA,No
538,"Kaimknowe Fort, Northumberland",NA,No
539,"Harehaugh Camp, Northumberland",NA,No
540,"Lanternside, Northumberland (Campville Cliff Fort)",NA,No
541,"The Ringses Camp, Beanley Moor, Northumberland (Beanley Ringses)",NA,No
542,"Jenny's Lantern, Northumberland",NA,No
543,"Beanley Moor, Northumberland (Beanley Plantation)","The outer and middle ramparts are described as annexes, possibly for stock",Yes
544,"Shawdon Wood House, Northumberland",A possible annexe lies on the western side of the enclosure,Yes
545,"Crawley Dean, Northumberland",NA,No
546,"Hetchester Camp, Northumberland",NA,No
547,"Soldiers Fold, Northumberland",NA,No
548,"Witchy Neuk, Northumberland (Witchy Nick)",NA,No
549,"Horsley Wood, Northumberland",NA,No
550,"Norham Castle, Northumberland",NA,No
551,"Lordenshaws, Northumberland (Lurgenshaws)",NA,No
552,"Green Hill, Northumberland",NA,No
553,"Loanend, Northumberland (Union Bridge)",NA,No
554,"The Ringles, Northumberland",NA,No
556,"Reaveley Hill Camp, Northumberland (Ewe Hill)",An annex lies externally to the main enclosure in the N with walls 4.2m thick and 0.6m high. Internally it is divided into three compartments.,Yes
558,"Middle Dean Camp, Northumberland (Middledene Camp)",NA,No
559,"Brough Law, Northumberland",NA,No
560,"Wether Hill, Northumberland (Corbie Cleugh Camp)",NA,No
561,"Castle Knowe Camp, Northumberland (Clinch Castle; Castle Hill)",NA,No
562,"Old Fawdon Hill, Northumberland",NA,No
563,"Brandon Hillhead, Northumberland",NA,No
564,"Pawston Hill Camp, Northumberland (Paston Hill Camp)",NA,No
565,"Bowmont Hill Camp, Northumberland",NA,No
566,"Castle Hill Camp, Northumberland (Howtel Castle Hill)",NA,No
567,"Little Hetha Camp, Northumberland (Little Hetha Hillfort)",Possibly - attached to outer rampart in N although this could be the third rampart,Yes
568,"Mid Hill Camp, Northumberland",NA,No
569,"North Black Hagg, Northumberland (Ring Cairn)",NA,No
570,"Pressen Hill, Northumberland",NA,No
571,"Sinkside Hill, Northumberland",NA,No
572,"St. Gregory's Hill, Northumberland",NA,No
573,"West Hill, Northumberland (Newton Hill Camp)",NA,No
574,"Burrowses Camp, Northumberland",NA,No
575,"Great Wanney, Northumberland",NA,No
576,"Fenhamhill, Northumberland",NA,No
577,"Kyloe Camp, Northumberland (Kyloe Crags)",NA,No
578,"Kentstone Hill, Northumberland","Uncertain.  A rectangular enclosure measuring 40m by 50m with a palisade ditch which is double on the S and W sides, partially blocks the entrances in the S. It has two entrances - a wide entrance in the E and a further entrance in the N which faces the southern entrance of the hillfort. Within this enclosure is a rectangular feature 5m by 12m.  It is uncertain how these features relate to the hillfort and they may not be contemporary or could be an annex to the hillfort.",Yes
579,"Fenham, Northumberland",NA,No
580,"Howick Hill Camp, Northumberland (Howick Haven)",NA,No
581,"Hetton Dean East, Northumberland",NA,No
582,"Scotch Camp, Northumberland",NA,No
583,"Whittle Hill, Northumberland",NA,No
584,"Groat Haugh, Northumberland",NA,No
585,"Chester Crane Camp, Northumberland (Canny Shiel)",NA,No
586,"Murton High Crags, Northumberland",NA,No
587,"Colwell Hill Camp, Northumberland (Camp Hill)",NA,No
588,"Fawdon Hill, Northumberland (Girsonfield)",NA,No
589,"West Hills Camp, Northumberland",NA,No
590,"Old Rothbury, Northumberland (Kimmer Nod)",NA,No
591,"Fallowfield, Northumberland",NA,No
592,"Wall Crags, Northumberland",NA,No
593,"Warden Hill, Northumberland (Warden Law)",NA,No
594,"Camp House, Northumberland",NA,No
595,"Tosson Burgh, Northumberland (Burgh Hill Camp)",NA,No
596,"The Kettles, Northumberland (Maiden Castle; Greenside Camp; Cauterdale)",An external annex is appended to the rampart in the SW with an entrance in the N.,Yes
598,"Porth Joke, Inner Kelsey, Cornwall (Kelsey Head, Cubert)",NA,No
599,"Caer Bran, Cornwall (Caerbran Castle; Hill Castle)",NA,No
600,"Kilcobben Cove, Cornwall",NA,No
601,"Castle An Dinas, St Columb Major, Cornwall (Castle-An-Dinas)",NA,No
602,"Ashbury Camp, Cornwall (Ash Bury (Camp); Ashbury)",NA,No
603,"Berry Castle, Cornwall (Berry)","To SE not particularly strong curving outwork forms an annexe to 0.5ha and defined by bank to 1m high with slight outer ditch and enclosing rough boulder strewn slope, and attached to hillfort at E end running into boulders and apparently terminating to W; again possibly incomplete.",Yes
604,"Bishops Wood, Cornwall",NA,No
605,"Blacketon Rings, Cornwall (Blacketon Camp)",NA,No
606,"Bury Castle, Cornwall","Fort strengthened on N side on the level hilltop, and effectively cutting off the approach, by two extra banks and ditches, the outer ploughed, terminating abruptly on W and E sides. The inner of these two banks has been refashioned at some stage and is now a c. 1.6m - 2.0m high stone-revetted bank with slight outer ditch, seemingly joined to the site by another rampart to form an annexe.",Yes
607,"Cadson Bury, Cornwall",NA,No
608,"Caer Dane, Cornwall",NA,No
609,"Carn Brea, Cornwall",NA,No
610,"Carnsew, Cornwall","Possible annexe, but mutilations so severe to make definition difficult.",Yes
611,"Carthamartha, Cornwall (Carthamartha Wood; Inney Fort)",NA,No
612,"Carvossa, Cornwall",NA,No
613,"Castle Canyke, Cornwall",NA,No
614,"Castle Dore, Cornwall (Ruddon)",NA,No
615,"Castle Killibury Camp, Cornwall (Kelly Rounds)",NA,No
616,"Castle Pencaire, Cornwall (Castle Pencair)",NA,No
617,"Chun Castle, Cornwall",NA,No
618,"Dingerein Castle, Cornwall","Traces of annexe to SE defined by bank and outer ditch, bank visible as low scarp, but ditch seen only on aerial photographs.",Yes
619,"Dunmere Wood, Cornwall (Dunmere Camp; Dunmere)",NA,No
620,"Engelly, Cornwall (Plyn En Gwear)",Aerial photographs show possible ditch forming angular outwork (possibly part of an annexe) N from W side of outer entrance.,Yes
621,"Gear Farm, Cornwall (Gear Hill; Gearhill)",NA,No
622,"Golden Camp, Cornwall (Golden Fort; Golden)",NA,No
623,"Hall Rings, Cornwall",NA,No
624,"Helsbury Castle, Cornwall","Rectangular outwork, or possible annexe, to E c. 100m long by 40m wide. Hollow way runs through entrance of the outwork and parts of the rampart. Outworks reported in 1850, now ploughed-down and ditch part buried.",Yes
625,"Kestle Rings, Cornwall (Rings Wood, Kestle; The Rings; St Thomas Ring)","To W simple causewayed entrance leads to outer annexe c. 140m by 120m. The annexe, to 0.5ha, has bank to 2.5m high and 0.6m deep outer ditch. Simple entrance approached by a hollow way at SW corner. Trench dug near foot of inner slope of annexe rampart, under cart track leading to the quarry, had foundations of two walls, hearth with blackened stones and stone and clay 'oven'. In wall rubble wheel-turned fragment of blackened vessel, possibly post-Roman. Occupation debris also suggested Neolithic or Bronze Age settlement with possible medieval reuse of annexe revealed by medieval hut. Middle enclosure has to W simple causewayed entrance leading to outer annexe.",Yes
626,"Largin Castle, Cornwall","Two outer cross banks to S cutting off spur may be annexes, but unclear.",Yes
627,"Lescudjack Castle, Cornwall (Hill Castle; Castle Lescudjack; Lescaddock, The Giant's Round)",NA,No
628,"Padderbury Top, Cornwall",NA,No
629,"Pencarrow Rounds, Cornwall (Pencarrow Rings)","Annexe to W, with rampart and outer ditch. Rampart to 3m high with 1.1m deep ditch.",Yes
630,"Penhargard Castle, Cornwall",NA,No
631,"Resugga Castle, Cornwall",NA,No
632,"St Nons Camp, Cornwall (St Nun's)",NA,No
633,"St Stephens Beacon, Cornwall",NA,No
634,"Tregeare Rounds Camp, Cornwall (Dameliock Castle; Tregaer Rounds)",NA,No
635,"Veryan Castle, Cornwall (Ringarounds)","An annexe on SE side with enclosing bank visible as scarp c. 12m across and 0.7m high, with traces of external ditch. These can be seen on aerial photographs.",Yes
636,"Warbstow Bury Camp, Cornwall",NA,No
637,"Trencrom Castle, Cornwall","Possible hill-slope annexe on the gentler E shoulder of the hill, runs in fairly regular semi-circle from one natural outcrop at the N end of hill to another at S, surviving mainly as a scarp, but there are occasional small orthostats. Most massive, up to 0.8m high, on either side of a hollow way which enters from NE, and is probably contemporary.",Yes
638,"Black Head, Cornwall",NA,No
639,"Carn Les Boel, Cornwall",NA,No
640,"Bosigran Castle, Cornwall",NA,No
641,"Chynhalls Point, Cornwall (Chynhalls; Chynalls)",NA,No
642,"Crane Castle, Cornwall",NA,No
643,"Dodman Castle, Cornwall (Dodman Point; The Dodman)",NA,No
644,"Griffin's Point, Cornwall (Liveloe; Liveloe Head)",NA,No
645,"Lankidden, Cornwall (Carrack; Carrick Luz Fort; The Castle; Arrowan)",NA,No
646,"Little Dennis, Cornwall (Dennis Head; Little Dinas)",NA,No
647,"Maen Castle, Cornwall",NA,No
648,"Park Head, Cornwall",NA,No
649,"Penhale Point, Cornwall",NA,No
650,"Rame Head, Cornwall",NA,No
651,"Redcliff Castle, Cornwall",NA,No
652,"Rosemullion Head, Cornwall",NA,No
653,"Round Wood, Cornwall (Roundwood)",NA,No
654,"The Rumps, Cornwall (Rumps Point; Pentire Fort)",NA,No
655,"Trereen Dinas, Cornwall (Gurnard's Head; Gurnards Head)",NA,No
656,"Trevelgue Head, Cornwall",NA,No
657,"Treryn Dinas, Cornwall (Logan Rock)",NA,No
658,"Tubby's Head, Cornwall (Tubby Point)",NA,No
659,"Winecove Point Complex, Cornwall (Wine Cove Point)",NA,No
660,"Cargoll, Cornwall",NA,No
661,"Willapark, Boscastle, Cornwall (Willapark Camp, Willapark, Forrabury and Minster)",NA,No
662,"Haughey's Fort, Armagh (Tray)",None,No
663,"Carrigillihy, Cork (Carrigillihy)",NA,No
664,"Caherconree, Kerry (Ballyarkane Oughter, Beheenagh, Gortaleen Mountain)",None,No
665,"Carn Tighernagh, Cork (Corrin Hill)",None,No
666,"Clashanimud, Cork (Cashel)",None,No
667,"Caherdrinny, Cork (Claraghatlea South)",None,No
668,"Claragh, Cork (Claraghatlea South)",None.,No
669,"Faha, Kerry (Begagh; Binn na Port; An Fhaiche)",None,No
670,"Glanbane, Kerry",None,No
671,"Knockanacuig, Kerry (Lohercannan)",None,No
672,"Dunmurry West, Kildare",None.,No
673,"Hughstown, Kildare (Carrigeen Hill)",None.,No
674,"Kill Hill, Kildare",None.,No
675,"Brandon Hill, Kilkenny",None.,No
676,"Clonmantagh, Kilkenny (Mount Garret)",None.,No
677,"Toor More, Kilkenny (Donaghmore, Corrandhu Hill)",None.,No
678,"Freestone Hill, Kilkenny (Coolgrange)",None.,No
679,"Ballinkillin, Carlow",None.,No
680,"Ballylin, Limerick (The Black Hill)",None.,No
681,"Castle Gale, Limerick (Carrig Henry, Darragh More, 'The Citadel')",None.,No
682,"Friarstown 1, Limerick (Tara Hill)",Early Medieval ringfort abutting the enclosing elements to the SE. Not contemporary with the hillfort.,Yes
683,"Friarstown 2, Limerick (Tara Hill)",None.,No
