Main_Atlas_Number,Main_Display_Name,References,URL_Atlas,URL_Wiki,URL_NMR_Resource,NMR_URL,Record_URL
38,"Westington Camp, Herefordshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  RCHME 1932. An Inventory of the Historical Monuments in Herefordshire, 2, 84-5, London: HMSO.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0038,http://www.wikidata.org/entity/Q31114263,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0038.html
39,"Abdon Burf, Shropshire","Dorling, P. and Wigley, A. 2012: Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.   Hannaford, H.R. and Ward, P.A. 2014. Shropshire Mineral Resources Assessment for Shropshire and Telford and Wrekin, Unpublished SCAS rep. 357, 38.  Harding-Webster, G.R. 1929_30. Abdon Burf Camp. Trans Shropshire Archaeol Soc, 45, 85-96.  Hartshorne, C.H. 1841. Salopia Antiqua, 3-21.   Page, W. ed. 1908. Victoria County History of Shropshire, 1, 359, Institute of Historical Research.   Rowley, T.  2001. The Welsh Border, 200, 202, Stroud: Tempus.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0039,http://www.wikidata.org/entity/Q31113093,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0039.html
40,"Billings Ring, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 375, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0040,http://www.wikidata.org/entity/Q31113102,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0040.html
41,"Blodwell Rock, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Fox, C. and Hemp, W.J. 1926. Two un-recorded hillforts on Llanymynech Hill, Montgomeryshire and Blodwell Rock, Shropshire and their relation to Offa's Dyke, Arch Camb, 81, 395-400.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0041,http://www.wikidata.org/entity/Q31113104,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0041.html
42,"Knuck Wood, Shropshire (Birches Bank)","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 353, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0042,http://www.wikidata.org/entity/Q31113111,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0042.html
43,"Bodbury Ring, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Newman, J. and Pevsner, N. 2006. The buildings of England - Shropshire, New Haven and London: Yale University Press.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 354-55, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0043,http://www.wikidata.org/entity/Q31113121,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0043.html
44,"Bulthy Hill, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0044,http://www.wikidata.org/entity/Q31113099,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0044.html
45,"Burf Castle, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 380, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0045,http://www.wikidata.org/entity/Q31113100,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0045.html
46,"Burrow Hill Camp, Shropshire (Burrow Hill)","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 363, Institute of Historical Research.    Watson, M. 2002. Shropshire an archaeological guide,  20-1, plan, Shrewsbury: Shropshire Books.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0046,http://www.wikidata.org/entity/Q31113129,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0046.html
47,"Bury Ditches, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 364-65, Institute of Historical Research.    Watson 2002. Shropshire an archaeological guide,  21-2, aerial photo. Shrewsbury: Shropshire Books.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0047,http://www.wikidata.org/entity/Q31113139,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0047.html
48,"Bury Walls, Shropshire","Dorling, P. and Wigley, A. 2012: Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Murdie, R.E., White, R.H., Baratt, G., Gaffney, V. and Goulty, R. 2003. Geophysical surveys of Bury Walls Hill Fort, Shropshire, Archaeol Prospect, 10, 249-63.  Morris, J.A. 1934. Bury Walls, Hawkestone, Trans Shropshire Arch Hist Soc, 46, 85-9.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 357, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0048,http://www.wikidata.org/entity/Q31113150,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0048.html
49,"Caer Caradoc, Clun, Shropshire (Caer Caradoc, Chapel Lawn; Gaer Ditches)","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 362-63, Institute of Historical Research.    Watson, M. 2002. Shropshire an archaeological guide,  23-4, plan and aerial photo, Shrewsbury: Shropshire Books.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0049,http://www.wikidata.org/entity/Q31113153,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0049.html
50,"Caer Caradoc, Church Stretton, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire,1, 361, Institute of Historical Research.    Watson, M. 2002. Shropshire an archaeological guide, 24-25 photo, Shrewsbury: Shropshire Books.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0050,http://www.wikidata.org/entity/Q31113154,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0050.html
51,"Caerbre, Shropshire (Chirbury)","Page, W. ed. 1908. Victoria County History of Shropshire, 1, 354-55, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0051,http://www.wikidata.org/entity/Q31113155,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0051.html
52,"Caer-Din Ring, Shropshire (Caer Din Ring)","Dorling, P. and Wigley, A. 2012: Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Guilbert, G.C. 1976. Caer-Din Ring, Salop, Arch Camb, CXXXV, 165-69.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 372-73, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0052,http://www.wikidata.org/entity/Q31113168,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0052.html
53,"Calcot Camp, Shropshire","Page, W. ed. 1908. Victoria County History of Shropshire, 1, 354, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0053,http://www.wikidata.org/entity/Q31113181,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0053.html
54,"Callow Hill Camp, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 366, Institute of Historical Research.  Reid, M.L 1998: The Callow Hill Camp, an archaeological management plan. Report for Shropshire County Council.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0054,http://www.wikidata.org/entity/Q31113198,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0054.html
55,"Castle Idris, Shropshire (Garn Bank)","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. Salop 1908. Victoria County History of Shropshire, 1, 373, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0055,http://www.wikidata.org/entity/Q31113204,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0055.html
56,"Castle Ring, Gorsty Bank, Shropshire (Gorsty Bank)","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0056,http://www.wikidata.org/entity/Q31113217,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0056.html
57,"Castle Ring, Horderley, Shropshire","Page, W. ed. Salop 1908. Victoria County History of Shropshire, 1, 355-56, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0057,http://www.wikidata.org/entity/Q31113229,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0057.html
58,"Castle Hill, Oak Hill, Shropshire (Oak Hill)","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. Salop 1908. Victoria County History of Shropshire, 1, 358, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0058,http://www.wikidata.org/entity/Q31113240,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0058.html
59,"Castle Ring, Stitt Hill, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Guilbert, G.C. 1975. Ratlinghope/Stitt Hill, Shropshire: Earthwork enclosures and cross-dykes, Bull Board of Celt Stud, XXIV, 363-73.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 358, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0059,http://www.wikidata.org/entity/Q31113250,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0059.html
60,"Caus Castle, Shropshire","Dorling, P. and Wigley, A. 2012: Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0060,http://www.wikidata.org/entity/Q31113256,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0060.html
61,"Caynham Camp, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Gelling, P.S. 1959. Excavations at Caynham Camp near Ludlow, First Interim Report, Trans Woolhope Natur Fld Club, 56, 2, 145-48.  Gelling, P.S. 1961. Excavations at Caynham Camp, Trans Shropshire Archaeol Hist Soc, 56, 1957-60, 218-27.   Gelling, P.S. 1966. Excavations at Caynham Camp near Ludlow, Trans Shropshire Archaeol Hist Soc, 57, 1961-64,  91-100.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0061,http://www.wikidata.org/entity/Q31113260,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0061.html
62,"Chesterton Walls, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.   Page, W. ed. 1908. Victoria County History of Shropshire, 1, 377-78, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0062,http://www.wikidata.org/entity/Q31113261,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0062.html
63,"Clee Burf, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 371, Institute of Historical Research.     Rowley, T. 2001. The Welsh border, 200, Stroud: Tempus.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0063,http://www.wikidata.org/entity/Q31113190,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0063.html
64,"Coed y Gaer, Oswestry, Shropshire","Dorling, P. and Wigley, A. 2012. Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.  Page, W. ed. 1908. Victoria County History of Shropshire, 1, 376, Institute of Historical Research.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0064,http://www.wikidata.org/entity/Q31113269,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0064.html
65,"Colstey Bank, Shropshire","Dorling, P. and Wigley, A. 2012: Assessment of the archaeological and conservation status of major later prehistoric enclosures in Herefordshire and Shropshire, EH PNUM, Version 3.2, Hereford and Shrewsbury: Herefordshire Council/Shropshire Council.",https://hillforts.arch.ox.ac.uk/?query=Atlas_of_Hillforts_4166_0%2CMain_Atlas_Number%2C0065,http://www.wikidata.org/entity/Q31113280,NA,NA,http://hillforts.arch.ox.ac.uk/records/EN0065.html
