Atlas_Number,Investigations_Display_Name,Investigations_Date,Investigations_Type,Investigations_Comments,Investigations_Date_From,Investigations_Date_To
0087,EN0087,2012,Other,Shropshire Council survey.,2012,2012
0087,EN0087,1885-1900,1st Identified Map Depiction,1st Ed OS,1885,1900
0087,EN0087,1993-1994,Other,Air Photograph Interpretation RCHME,1993,1994
0088,EN0088,2009,Other,Visited by Hillfort Study Group,2009,2009
0088,EN0088,2012,Other,Shropshire Council survey.,2012,2012
0088,EN0088,1937-61,1st Identified Map Depiction,OS,1937,1961
0089,EN0089,1978,Other,Field observation Shropshire CC.,1978,1978
0089,EN0089,1979,Other,Field observation OS.,1979,1979
0089,EN0089,2009,Other,Visited by Hillfort Study Group,2009,2009
0089,EN0089,2012,Other,Shropshire Council survey.,2012,2012
0090,EN0090,1939,Excavation,Excavations by Kenyon.,1939,1939
0090,EN0090,1973,Excavation,Excavations by S. Stanford in advance of development.,1973,1973
0090,EN0090,1977,Other,Visit by Hillfort Study Group,1977,1977
0090,EN0090,1998,Other,Evaluation Oxford Arc. Unit.,1998,1998
0090,EN0090,2009,Other,Visited by Hillfort Study Group,2009,2009
0090,EN0090,2010,Other,Watching Brief Ironbridge Arch/Nexus Heritage.,2010,2010
0090,EN0090,2012,Other,Shropshire Council survey.,2012,2012
0090,EN0090,1885-1900,1st Identified Map Depiction,1st Ed OS,1885,1900
0090,EN0090,"1970, 1975",Other,Field observation OS.,1970,1975
0090,EN0090,1999-2000,Excavation,Oxford Arch. Unit.,1999,2000
0091,EN0091,1932,Excavation,Rescue excavations by B.H.St.J. O'Neil.,1932,1932
0091,EN0091,1968,Other,Field observation OS.,1968,1968
0091,EN0091,1968,Other,Visit by Hillfort Study Group,1968,1968
0091,EN0091,1991,Other,Investigations by CAA and Met Office (Anon).,1991,1991
0091,EN0091,1991,Other,Evaluation BUFAU.,1991,1991
0091,EN0091,2009,Other,Visited by Hillfort Study Group,2009,2009
0091,EN0091,2012,Other,Shropshire Council survey 2012.,2012,2012
0091,EN0091,2013,Other,Watching Brief SLR Consulting.,2013,2013
0091,EN0091,2015,Other,Watching Brief N. Baker.,2015,2015
0091,EN0091,1665-1693,1st Identified Written Reference,Aubrey’s Monumenta Britannica.,1665,1693
0091,EN0091,1885-1900,1st Identified Map Depiction,1st Ed OS,1885,1900
0092,EN0092,1976,Other,Field observation OS.,1976,1976
0092,EN0092,1981,Other,Field observation Shropshire CC.,1981,1981
0092,EN0092,1983,Excavation,Limited excavation of the interior in 1983 by D. Bond and E.L. Morris close to Wall Farm.,1983,1983
0092,EN0092,2008,Geophysical Survey,ARCUS.,2008,2008
0092,EN0092,2012,Other,Shropshire Council survey.,2012,2012
0092,EN0092,1885-1900,1st Identified Map Depiction,1st Ed OS,1885,1900
0092,EN0092,1962-65,Excavation,Excavations by J.A. Pagett 1962-65 of the Wrekin Archaeological Group.,1962,1965
0092,EN0092,"1979, 1980, 1981, 1987",Other,Field observations English Heritage.,1979,1987
0093,EN0093,1899,1st Identified Map Depiction,null,1899,1899
0093,EN0093,1971,Other,Field observation OS.,1971,1971
0093,EN0093,1981,Other,Field observation Shropshire CC.,1981,1981
0093,EN0093,1999,Geophysical Survey,University of Sheffield.,1999,1999
0093,EN0093,2012,Other,Shropshire Council survey.,2012,2012
0094,EN0094,1968,Other,Visit by Hillfort Study Group,1968,1968
0094,EN0094,1973,Other,Field observation OS.,1973,1973
0094,EN0094,2012,Other,Shropshire Council survey.,2012,2012
0094,EN0094,1885-1900,1st Identified Map Depiction,1st Ed OS,1885,1900
0094,EN0094,"1978, 1981",Other,Field observation Shropshire CC.,1978,1981
0095,EN0095,1808,1st Identified Map Depiction,"Shown as Compton Castle on East Ilsley drawing, BL OSD 158, 2 inch to the mile",1808,1808
0095,EN0095,1901,Earthwork Survey,Earthworks surveyed and drawn by Rev. Edward Andrews Downman.,1901,1901
0095,EN0095,1957,Excavation,Trench across enclosing work and counterscarp in the E,1957,1957
0095,EN0095,1960,Excavation,Confined to inner north side of western entrance,1960,1960
0095,EN0095,1963,Other,Scheduled,1963,1963
0095,EN0095,1963,Other,Field investigation,1963,1963
0095,EN0095,1665-1693,1st Identified Written Reference,null,1665,1693
0096,EN0096,1963,Other,Field investigation,1963,1963
0096,EN0096,1665-1693,1st Identified Written Reference,null,1665,1693
0096,EN0096,1885-1900,1st Identified Map Depiction,OS one inch,1885,1900
0096,EN0096,Uncertain,Other,Scheduled,null,null
0097,EN0097,1586,1st Identified Written Reference,Camden's Britannia,1586,1586
0097,EN0097,1808,1st Identified Map Depiction,"Ordnance Survey Drawing of Hungerford; BL OSD, Two inch to the mile",1808,1808
0097,EN0097,1963,Other,Field investigation,1963,1963
0097,EN0097,1997,Geophysical Survey,Wessex Hillforts Project,1997,1997
0097,EN0097,12/01/1907,Excavation,O.G.S Crawford pit inside 'north' entrance,1907,1907
0097,EN0097,Uncertain,Other,Scheduled,null,null
0098,EN0098,1948,Other,Discovered from aerial photograph,1948,1948
0098,EN0098,1949,Excavation,No dating evidence recovered,1949,1949
0098,EN0098,1931-61,1st Identified Map Depiction,null,1931,1961
0099,EN0099,1882,1st Identified Map Depiction,OS map,1882,1882
0099,EN0099,1999-2000,Other,RCHME aerial photograph interpretation as part of Lambourn Downs NMP.,1999,2000
0100,EN0100,1930,1st Identified Written Reference,null,1930,1930
0100,EN0100,1952,Other,Scheduled,1952,1952
0100,EN0100,1953,Excavation,"Ostridge, J.",1953,1953
0100,EN0100,1967,Other,Field investigation,1967,1967
0100,EN0100,1987,Excavation,"Vyner, B.E. and CCAJ",1987,1987
0100,EN0100,1885-1900,1st Identified Map Depiction,OS one inch,1885,1900
0100,EN0100,1927-9,Excavation,Elgee F.,1927,1929
0100,EN0100,1966-8,Excavation,"Aberg, A.",1966,1968
0101,EN0101,1808,1st Identified Map Depiction,"Shown as Compton Castle on East Ilsley drawing, BL OSD 158, 2 inch to the mile",1808,1808
0101,EN0101,1839,1st Identified Written Reference,null,1839,1839
0101,EN0101,1964,Other,Field investigation,1964,1964
0101,EN0101,1996,Geophysical Survey,Wessex Hillforts Project (Payne et al. 2006),1996,1996
0101,EN0101,1961-2,Earthwork Survey,Reading University (Wood and Harding 1962),1961,1962
0101,EN0101,Uncertain,Other,Scheduled,null,null
0102,EN0102,1962,Other,Field investigation,1962,1962
0102,EN0102,1963,Other,Scheduled,1963,1963
0102,EN0102,1963,Other,Field investigation,1963,1963
0102,EN0102,1995,Geophysical Survey,Approximately 2ha of the interior surveyed by magnetometer. Possible pits detected. AML,1995,1995
0102,EN0102,1665-1693,1st Identified Written Reference,null,1665,1693
0102,EN0102,1885-1900,1st Identified Map Depiction,null,1885,1900
0102,EN0102,1983-2005,Earthwork Survey,null,1983,2005
0102,EN0102,1990s,Excavation,Eighteen test pits,1990,1999
0103,EN0103,1913,1st Identified Written Reference,null,1913,1913
0103,EN0103,1963,Excavation,Lowndes (1964),1963,1963
0103,EN0103,1966,Other,Field investigation,1966,1966
0103,EN0103,1975,Other,Scheduled,1975,1975
0103,EN0103,1975,Other,Field investigation,1975,1975
0104,EN0104,1949,Other,"Aerial photograph/St Joseph, 9/7/49",1949,1949
0104,EN0104,1974,Other,Scheduled,1974,1974
0104,EN0104,1975,1st Identified Written Reference,null,1975,1975
0104,EN0104,Uncertain,LiDAR Survey,null,null,null
0105,EN0105,2003,Geophysical Survey,null,2003,2003
0105,EN0105,2011,Other,Scheduled,2011,2011
0105,EN0105,2006-7,Excavation,null,2006,2007
0106,EN0106,1794,1st Identified Written Reference,null,1794,1794
0106,EN0106,1938,Earthwork Survey,Collingwood,1938,1938
0106,EN0106,1968,Other,Scheduled,1968,1968
0106,EN0106,1973,Other,OS Field investigation,1973,1973
0106,EN0106,1996,Earthwork Survey,RCHME survey in June 1996 includes a plan of the enclosure and associated remains,1996,1996
0106,EN0106,1885-1900,1st Identified Map Depiction,OS one-inch 1885-1900,1885,1900
0107,EN0107,1922,Excavation,Collingwood (1923),1922,1922
0107,EN0107,1925,Other,Scheduled,1925,1925
0107,EN0107,1977,Other,Field Investigation,1977,1977
0107,EN0107,1885-1900,1st Identified Map Depiction,OS One-inch 1885-1900,1885,1900
0108,EN0108,1800,1st Identified Written Reference,Topographic description,1800,1800
0108,EN0108,1963,Other,Scheduled,1963,1963
0108,EN0108,1973,Other,Field investigation,1973,1973
0108,EN0108,2007,Other,Oxford Archaeology landscape survey,2007,2007
0108,EN0108,1888-1913,1st Identified Map Depiction,null,1888,1913
0108,EN0108,Various,Excavation,Antiquarian investigations (Housman 1800),1714,1837
0109,EN0109,1911,1st Identified Written Reference,description and plan,1911,1911
0109,EN0109,1924,Other,Description and plan,1924,1924
0109,EN0109,1924,Other,Scheduled,1924,1924
0109,EN0109,1966,Other,Field investigation,1966,1966
0109,EN0109,1970,Other,Field invesitigation,1970,1970
0109,EN0109,1888-1913,1st Identified Map Depiction,null,1888,1913
0111,EN0111,1778,1st Identified Written Reference,"Guide Book, West (1778)",1778,1778
0111,EN0111,1832,Other,"Plan, black and white engraving (Nicholson 1832)",1832,1832
0111,EN0111,1925,Other,Scheduled,1925,1925
0111,EN0111,1967,Other,Field investigation,1967,1967
0111,EN0111,2012,Earthwork Survey,"Measured survey, Green Lane Archaeology",2012,2012
0111,EN0111,1862-3,1st Identified Map Depiction,null,1862,1863
0112,EN0112,1936,1st Identified Written Reference,null,1936,1936
0112,EN0112,1938,Other,Scheduled,1938,1938
0112,EN0112,1966,Other,Field investigation,1966,1966
0112,EN0112,1860-61,1st Identified Map Depiction,OS 1,1860,1861
0113,EN0113,1924,1st Identified Written Reference,null,1924,1924
0113,EN0113,1924,Other,Scheduled,1924,1924
0113,EN0113,1978,Other,Field Investigation,1978,1978
0113,EN0113,1997,Earthwork Survey,null,1997,1997
0113,EN0113,1998,Other,Three cores taken for C14 dating,1998,1998
0113,EN0113,1998,Other,Stratigraphic survey,1998,1998
0113,EN0113,1885-1900,1st Identified Map Depiction,OS one inch,1885,1900
0115,EN0115,1773,Other,"Image. View towards the 'Roman hillfort', Samuel Hieronymus Grimm",1773,1773
0115,EN0115,1926,Other,Scheduled,1926,1926
0115,EN0115,1947,Excavation,null,1947,1947
0115,EN0115,1954,Other,Field investigation,1954,1954
0115,EN0115,1980,Other,Field investigation,1980,1980
0116,EN0116,1958,Other,Field investigation,1958,1958
0116,EN0116,1964,Other,Scheduled,1964,1964
0116,EN0116,1967,Other,Field investigation,1967,1967
0116,EN0116,"1957, 1959-60",Excavation,Limited excavation across the ramparts,1957,1960
0116,EN0116,1969-70,1st Identified Map Depiction,null,1969,1970
0117,EN0117,1965,Other,Scheduled,1965,1965
0117,EN0117,1967,Other,Field investigation,1967,1967
0117,EN0117,1993,Other,Cumberland Coast Project,1993,1993
0117,EN0117,2010,Other,Hadrian’s Wall National Mapping Programme Project,2010,2010
0117,EN0117,1988-9,Excavation,Limited excavation across the ditches,1988,1989
0118,EN0118,1794,1st Identified Written Reference,"Hutchinson, W",1794,1794
0118,EN0118,1953,Other,null,1953,1953
0118,EN0118,1962,Other,null,1962,1962
0118,EN0118,1981,Other,null,1981,1981
0118,EN0118,1981,Other,Scheduled,1981,1981
0118,EN0118,1984,Other,Durham Magnesian Limestone Survey,1984,1984
0118,EN0118,1991,Other,Durham SAMs Project,1991,1991
0119,EN0119,1922,Excavation,No dating evidence recovered,1922,1922
0119,EN0119,1957,Other,null,1957,1957
0120,EN0120,1307,1st Identified Written Reference,Dunmalloght (curse fort),1307,1307
0120,EN0120,1926,Other,Scheduled,1926,1926
0120,EN0120,1968,Other,Field Investigation,1968,1968
0120,EN0120,1885-1900,1st Identified Map Depiction,OS One-inch 1885-1900 - outline,1885,1900
0121,EN0121,1938,Other,Scheduled,1938,1938
0121,EN0121,1971,Other,Field investigation,1971,1971
0121,EN0121,1937-61,1st Identified Map Depiction,OS 1,1937,1961
0122,SC0122,1755,1st Identified Map Depiction,Annotated Kemps Graves on Roy's Map 1747-55,1755,1755
0122,SC0122,1848,Earthwork Survey,"Annotated Fort on the 1st edition OS 6-inch map (Wigtownshire 1849, sheet 15),",1848,1848
0122,SC0122,1911,Earthwork Survey,"Description (RCAHMS 1912, 68-9, No.174)",1911,1911
0122,SC0122,1939,Other,Scheduled,1939,1939
0122,SC0122,1953,Other,Description for RCAHMS Survey of Marginal Lands,1953,1953
0122,SC0122,1968,Other,Resurveyed at 1,1968,1968
0122,SC0122,1985,Other,Description by RCAHMS,1985,1985
0122,SC0122,2014,Other,Visited by Hillfort Study Group,2014,2014
0123,SC0123,1984,Earthwork Survey,RCAHMS for 2500 map,1984,1984
0123,SC0123,1991,Other,Scheduled,1991,1991
0124,SC0124,1884,Earthwork Survey,"Plan and profile RCAHMS DC59003 (SAS 455); Wilson 1885, pl. 16",1884,1884
0124,SC0124,1892,1st Identified Map Depiction,"Annotated Fort on the OS 25-inch map (Wigtownshire 1894, sheet 4.15)",1892,1892
0124,SC0124,1911,Other,"Description (RCAHMS 1912, 32, No. 74)",1911,1911
0124,SC0124,1938,Other,Scheduled,1938,1938
0124,SC0124,1968,Other,Resurveyed at 1,1968,1968
0124,SC0124,1976,Other,Visited by the OS,1976,1976
0124,SC0124,1984,Other,Description by RCAHMS,1984,1984
0125,EN0125,1951,Other,Scheduled,1951,1951
0125,EN0125,1974,Other,Field investigation,1974,1974
0125,EN0125,1885-1900,1st Identified Map Depiction,OS one inch,1885,1900
0127,SC0127,1911,1st Identified Written Reference,"RCAHMS 1912, 71, No.181",1911,1911
0127,SC0127,1968,1st Identified Map Depiction,OS 1,1968,1968
0127,SC0127,1984,Other,Description by RCAHMS,1984,1984
0127,SC0127,1990,Other,Scheduled,1990,1990
0128,SC0128,1951,1st Identified Written Reference,RCAHMS MS36/173,1951,1951
0128,SC0128,1955,Earthwork Survey,RCAHMS WGD 19/1 & 2,1955,1955
0128,SC0128,1968,1st Identified Map Depiction,Surveyed at 1,1968,1968
0128,SC0128,1984,Other,Description by RCAHMS,1984,1984
0128,SC0128,1991,Other,Scheduled,1991,1991
0129,SC0129,1880,1st Identified Written Reference,RCAHMS SAS453,1880,1880
0129,SC0129,1893,1st Identified Map Depiction,"Annotated Fort on the OS 25-inch map (Wigtownshire 1894, sheet 10.7)",1893,1893
0129,SC0129,1984,Earthwork Survey,1,1984,1984
0129,SC0129,1990,Other,Scheduled,1990,1990
0130,SC0130,1984,Earthwork Survey,1,1984,1984
0130,SC0130,1990,Other,Scheduled,1990,1990
0131,SC0131,1984,Earthwork Survey,RCAHMS DC663,1984,1984
0131,SC0131,1990,Other,Scheduled,1990,1990
0132,SC0132,1848,1st Identified Map Depiction,"Annotated Fort on the 1st edition OS 6-inch map (Wigtownshire 1849, sheet 15)",1848,1848
0132,SC0132,1911,Other,"Description (RCAHMS 1912, 71, No.180)",1911,1911
0132,SC0132,1968,Other,Surveyed at 1,1968,1968
0132,SC0132,1984,Other,RCAHMS Description,1984,1984
0132,SC0132,1993,Other,Scheduled,1993,1993
0133,SC0133,1884,Earthwork Survey,Plan and profiles RCAHMS DC 59002 & 59004 (SAS455),1884,1884
0133,SC0133,1892,1st Identified Map Depiction,"Annotated Fort on the OS 25-inch map (Wigtownshire 1894, sheet 4.4)",1892,1892
0133,SC0133,1911,Other,"Description (RCAHMS 1912, 32, no. 75)",1911,1911
0133,SC0133,1968,Other,Resurveyed by the OS at 1,1968,1968
0133,SC0133,1984,Earthwork Survey,Re-surveyed 1,1984,1984
0133,SC0133,1990,Other,Scheduled,1990,1990
0134,EN0134,1933,Other,Discovered by aerial photography,1933,1933
0134,EN0134,1940-1970,Excavation,null,1940,1970
0135,EN0135,1705,1st Identified Written Reference,Plot,1705,1705
0135,EN0135,1881,1st Identified Map Depiction,1st Ed. OS,1881,1881
0136,EN0136,1705,1st Identified Written Reference,Plot,1705,1705
0136,EN0136,1978,Other,field walking,1978,1978
0136,EN0136,1885-1890,1st Identified Map Depiction,1st Ed OS,1885,1890
0136,EN0136,1957-1958,Excavation,Fowler 1960.,1957,1958
0136,EN0136,1957-1958,Geophysical Survey,Fowler 1960.,1957,1958
0137,EN0137,1762,1st Identified Map Depiction,John Roque map,1762,1762
0137,EN0137,2003,Other,Visited by Hillfort Study Group,2003,2003
0137,EN0137,1665-1693,1st Identified Written Reference,Aubrey (Monumenta Britannica),1665,1693
0137,EN0137,"1996, 1998, 1999",Geophysical Survey,Payne et. al. 2006,1996,1999
0137,EN0137,1998-2000,Excavation,Gosden and Lock 2013,1998,2000
0138,EN0138,1885-1890,1st Identified Map Depiction,1st Ed. OS,1885,1890
0139,EN0139,1954,Excavation,Wood 1954,1954,1954
0139,EN0139,1994,Excavation,Howell 1995,1994,1994
0139,EN0139,1937-61,1st Identified Map Depiction,2nd Ed. OS,1937,1961
0140,EN0140,1967,Excavation,see Harding 1976,1967,1967
0140,EN0140,1885-1900,1st Identified Map Depiction,1st Ed. OS,1885,1900
0140,EN0140,1947-1953,Excavation,see Collins 1947; 1952; Collins and Collins 1959.,1947,1953
0141,EN0141,1665-1693,1st Identified Written Reference,null,1665,1693
0141,EN0141,1955-61,1st Identified Map Depiction,2nd Ed. OS,1955,1961
0142,EN0142,1711,1st Identified Written Reference,Leland,1711,1711
0142,EN0142,1885-1890,1st Identified Map Depiction,1st Ed. OS,1885,1890
0142,EN0142,2003-2006,Excavation,Allen et. al. 2010,2003,2006
0142,EN0142,2003-2006,Geophysical Survey,Allen et. al. 2010,2003,2006
0143,EN0143,1939,Excavation,Bradford 1940,1939,1939
0143,EN0143,1939,Other,"Environmental sampling, Arkell 1939.",1939,1939
0143,EN0143,1983,Other,"Surface survey, Hingley 1983.",1983,1983
0143,EN0143,2003,Other,Visited by Hillfort Study Group,2003,2003
0143,EN0143,2007,Geophysical Survey,Wintle et. al. 2009,2007,2007
0143,EN0143,1885-1900,1st Identified Map Depiction,1st Ed. OS,1885,1900
0143,EN0143,1983-2005,Earthwork Survey,null,1983,2005
0144,EN0144,1983,Other,Surface survey,1983,1983
0144,EN0144,2003,Other,Visited by Hillfort Study Group,2003,2003
0144,EN0144,2016,Geophysical Survey,null,2016,2016
0144,EN0144,2016,LiDAR Survey,null,2016,2016
0144,EN0144,1665-1693,1st Identified Written Reference,null,1665,1693
0144,EN0144,1885-1900,1st Identified Map Depiction,1st Ed. OS,1885,1900
0145,EN0145,1962,Excavation,"Clanfield Historical Society, unpublished",1962,1962
0145,EN0145,1983,Excavation,Lambrick 1984,1983,1983
0146,EN0146,1989,Geophysical Survey,null,1989,1989
0146,EN0146,1990,Geophysical Survey,null,1990,1990
0146,EN0146,2003,Other,Visited by Hillfort Study Group,2003,2003
0146,EN0146,1665-93,1st Identified Written Reference,Aubrey's Monumenta Britannica,1665,1693
0146,EN0146,1989-1995,Excavation,Miles et al 2003,1989,1995
0148,EN0148,1881,Excavation,Price 1881,1881,1881
0148,EN0148,2006,Geophysical Survey,Lang,2006,2006
0148,EN0148,1885-1900,1st Identified Map Depiction,1st Ed. OS,1885,1900
0148,EN0148,1928-29,Excavation,Leeds 1932,1928,1929
0149,EN0149,1705,1st Identified Written Reference,Plot,1705,1705
0149,EN0149,1987,Excavation,OUAS 1988,1987,1987
0149,EN0149,1885-1900,1st Identified Map Depiction,1st Ed. OS,1885,1900
0151,EN0151,1086,1st Identified Written Reference,Domesday Book,1086,1086
0151,EN0151,1885-1900,1st Identified Map Depiction,1st Ed. OS,1885,1900
